30	37.88
30.12	37.83
30.24	37.9
30.36	38.19
30.48	38.47
30.6	38.73
30.72	38.56
30.84	38.52
30.96	38.71
31.08	38.36
31.2	37.83
31.32	37.73
31.44	37.58
31.56	37.34
31.68	37.36
31.8	37.46
31.92	37.29
32.04	37.28
32.16	37.49
32.28	37.39
32.4	37.2
32.52	37.05
32.64	37.05
32.76	37.23
32.88	37.34
33	37.41
33.12	37.29
33.24	37.2
33.36	37.12
33.48	37.13
33.6	37.13
33.72	36.97
33.84	36.95
33.96	37.1
34.08	37.6
34.2	38.02
34.32	37.82
34.44	37.59
34.56	37.33
34.68	37.22
34.8	37.17
34.92	37.22
35.04	37.24
35.16	37.25
35.28	37.19
35.4	37.13
35.52	37.09
35.64	37.07
35.76	37.08
35.88	37.08
36	37.05
36.12	36.91
36.24	36.87
36.36	36.9
36.48	36.92
36.6	37.02
36.72	37.32
36.84	37.27
36.96	37.02
37.08	37.15
37.2	37.19
37.32	36.98
37.44	36.88
37.56	36.84
37.68	36.77
37.8	36.84
37.92	37.2
38.04	37.23
38.16	37.1
38.28	36.82
38.4	36.7
38.52	36.88
38.64	36.94
38.76	36.94
38.88	36.92
39	36.88
39.12	36.84
39.24	37.05
39.36	37.33
39.48	36.99
39.6	36.18
39.72	34.69
39.84	34.27
39.96	34.22
40.08	34.15
40.2	34.07
40.32	34.01
40.44	33.94
40.56	33.9
40.68	34.13
40.8	34.23
40.92	34.17
41.04	34.19
41.16	34.24
41.28	34.35
41.4	34.34
41.52	34.21
41.64	34.29
41.76	34.4
41.88	34.41
42	34.41
42.12	34.4
42.24	34.48
42.36	34.52
42.48	34.35
42.6	34.53
42.72	35.01
42.84	35.57
42.96	35.83
43.08	34.91
43.2	34.43
43.32	34.31
43.44	34.21
43.56	34.18
43.68	34.33
43.8	34.33
43.92	34.23
44.04	34.35
44.16	34.41
44.28	34.24
44.4	34.23
44.52	34.33
44.64	34.23
44.76	34.12
44.88	34.05
45	34.15
45.12	34.33
45.24	34.33
45.36	34.33
45.48	34.33
45.6	34.27
45.72	34.18
45.84	34.13
45.96	34.1
46.08	34.12
46.2	34.12
46.32	34.11
46.44	34.41
46.56	34.54
46.68	34.36
46.8	34.53
46.92	34.81
47.04	34.47
47.16	34.25
47.28	34.23
47.4	34.38
47.52	34.57
47.64	34.44
47.76	34.44
47.88	34.62
48	34.4
48.12	34.1
48.24	34.23
48.36	34.32
48.48	34.33
48.6	34.25
48.72	34.15
48.84	34.15
48.96	34.21
49.08	34.34
49.2	33.13
49.32	31.83
49.44	32.02
49.56	32.11
49.68	32.1
49.8	31.99
49.92	31.87
50.04	31.87
50.16	31.96
50.28	32.13
50.4	32.04
50.52	31.91
50.64	31.86
50.76	32
50.88	32.31
51	32.09
51.12	31.92
51.24	32.2
51.36	32.75
51.48	33.5
51.6	32.87
51.72	32.23
51.84	32.05
51.96	32.08
52.08	32.26
52.2	32.18
52.32	32.12
52.44	32.18
52.56	32.06
52.68	31.8
52.8	31.86
52.92	31.93
53.04	31.99
53.16	31.99
53.28	31.95
53.4	31.95
53.52	31.99
53.64	32.13
53.76	32.23
53.88	32.3
54	31.94
54.12	31.74
54.24	31.85
54.36	31.85
54.48	31.8
54.6	31.89
54.72	31.96
54.84	32
54.96	32.1
55.08	32.23
55.2	32.18
55.32	32.08
55.44	31.89
55.56	31.84
55.68	31.83
55.8	31.9
55.92	31.97
56.04	32.05
56.16	32.03
56.28	31.99
56.4	31.96
56.52	32.01
56.64	32.17
56.76	32.08
56.88	31.95
57	31.92
57.12	31.96
57.24	32.08
57.36	32.1
57.48	32.08
57.6	31.96
57.72	31.98
57.84	32.14
57.96	32.25
58.08	32.31
58.2	32.28
58.32	32.17
58.44	32
58.56	32.16
58.68	32.21
58.8	31.61
58.92	31.27
59.04	31.14
59.16	31.05
59.28	31.01
59.4	31.08
59.52	31.09
59.64	31.06
59.76	30.96
59.88	31.32
60	33.07
60.12	32.8
60.24	31.14
60.36	30.79
60.48	30.67
60.6	30.89
60.72	31.09
60.84	31.27
60.96	31.09
61.08	30.95
61.2	30.95
61.32	30.93
61.44	30.91
61.56	30.83
61.68	30.83
61.8	31.03
61.92	31.03
62.04	30.93
62.16	31.02
62.28	30.99
62.4	30.75
62.52	30.71
62.64	30.76
62.76	30.83
62.88	30.87
63	30.86
63.12	30.77
63.24	30.67
63.36	30.81
63.48	30.89
63.6	30.89
63.72	30.86
63.84	30.85
63.96	31.09
64.08	31.16
64.2	30.98
64.32	30.92
64.44	30.89
64.56	30.86
64.68	30.92
64.8	31.07
64.92	31.05
65.04	30.99
65.16	30.95
65.28	30.92
65.4	30.91
65.52	30.96
65.64	31.03
65.76	31.16
65.88	31.19
66	31.12
66.12	31.19
66.24	31.24
66.36	31.12
66.48	31.01
66.6	30.89
66.72	30.98
66.84	31.14
66.96	31.37
67.08	31.43
67.2	31.35
67.32	31.23
67.44	31.1
67.56	30.99
67.68	30.92
67.8	30.89
67.92	31.08
68.04	31.18
68.16	31
68.28	30.74
68.4	30.43
68.52	31.17
68.64	31.61
68.76	31.1
68.88	30.65
69	30.22
69.12	30.33
69.24	30.46
69.36	30.6
69.48	30.67
69.6	30.7
69.72	30.33
69.84	30.11
69.96	30.19
